Complex ID,grouping,wiki
130,Wilson Avenue (BMT Canarsie Line),https://en.wikipedia.org/wiki/Wilson_Avenue_(BMT_Canarsie_Line)
131,Bushwick Avenue--Aberdeen Street (BMT Canarsie Line),https://en.wikipedia.org/wiki/Bushwick_Avenue%E2%80%93Aberdeen_Street_(BMT_Canarsie_Line)
133,Atlantic Avenue (BMT Canarsie Line),https://en.wikipedia.org/wiki/Atlantic_Avenue_(BMT_Canarsie_Line)
134,Sutter Avenue (BMT Canarsie Line),https://en.wikipedia.org/wiki/Sutter_Avenue_(BMT_Canarsie_Line)
135,Livonia Avenue (BMT Canarsie Line),https://en.wikipedia.org/wiki/Livonia_Avenue_(BMT_Canarsie_Line)
136,New Lots Avenue (BMT Canarsie Line),https://en.wikipedia.org/wiki/New_Lots_Avenue_(BMT_Canarsie_Line)
137,East 105th Street (BMT Canarsie Line),https://en.wikipedia.org/wiki/East_105th_Street_(BMT_Canarsie_Line)
138,Canarsie--Rockaway Parkway (BMT Canarsie Line),https://en.wikipedia.org/wiki/Canarsie%E2%80%93Rockaway_Parkway_(BMT_Canarsie_Line)
141,Park Place (BMT Franklin Avenue Line),https://en.wikipedia.org/wiki/Park_Place_(BMT_Franklin_Avenue_Line)
143,Inwood--207th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/Inwood%E2%80%93207th_Street_(IND_Eighth_Avenue_Line)
144,Dyckman Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/Dyckman_Street_(IND_Eighth_Avenue_Line)
145,190th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/190th_Street_(IND_Eighth_Avenue_Line)
146,181st Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/181st_Street_(IND_Eighth_Avenue_Line)
147,175th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/175th_Street_(IND_Eighth_Avenue_Line)
149,163rd Street--Amsterdam Avenue (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/163rd_Street%E2%80%93Amsterdam_Avenue_(IND_Eighth_Avenue_Line)
150,155th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/155th_Street_(IND_Eighth_Avenue_Line)
151,145th Street (IND Concourse Line / IND Eighth Avenue Line),https://en.wikipedia.org/wiki/145th_Street_(IND_Lines)
152,135th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/135th_Street_(IND_Eighth_Avenue_Line)
153,125th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/125th_Street_(IND_Eighth_Avenue_Line)
154,116th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/116th_Street_(IND_Eighth_Avenue_Line)
155,Cathedral Parkway--110th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/Cathedral_Parkway%E2%80%93110th_Street_(IND_Eighth_Avenue_Line)
156,103rd Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/103rd_Street_(IND_Eighth_Avenue_Line)
157,96th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/96th_Street_(IND_Eighth_Avenue_Line)
158,86th Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/86th_Street_(IND_Eighth_Avenue_Line)
159,81st Street--Museum of Natural History (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/81st_Street%E2%80%93Museum_of_Natural_History_(IND_Eighth_Avenue_Line)
160,72nd Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/72nd_Street_(IND_Eighth_Avenue_Line)
162,50th Street (IND Eighth Avenue Line / IND Queens Boulevard Line),https://en.wikipedia.org/wiki/50th_Street_(IND_Lines)
164,34th Street--Penn Station (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/34th_Street%E2%80%93Penn_Station_(IND_Eighth_Avenue_Line)
165,23rd Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/23rd_Street_(IND_Eighth_Avenue_Line)
167,W 4th St--Washington Sq,https://en.wikipedia.org/wiki/West_Fourth_Street%E2%80%93Washington_Square_(New_York_City_Subway)
168,Spring Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/Spring_Street_(IND_Eighth_Avenue_Line)
169,Canal Street (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/Canal_Street_(IND_Eighth_Avenue_Line)
173,High Street--Brooklyn Bridge (IND Eighth Avenue Line),https://en.wikipedia.org/wiki/High_Street_(IND_Eighth_Avenue_Line)
175,Hoyt--Schermerhorn Streets (IND Crosstown Line / IND Fulton Street Line),https://en.wikipedia.org/wiki/Hoyt%E2%80%93Schermerhorn_Streets_(New_York_City_Subway)
176,Lafayette Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Lafayette_Avenue_(IND_Fulton_Street_Line)
177,Clinton--Washington Avenues (IND Fulton Street Line),https://en.wikipedia.org/wiki/Clinton%E2%80%93Washington_Avenues_(IND_Fulton_Street_Line)
179,Nostrand Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Nostrand_Avenue_(IND_Fulton_Street_Line)
180,Kingston--Throop Avenues (IND Fulton Street Line),https://en.wikipedia.org/wiki/Kingston%E2%80%93Throop_Avenues_(IND_Fulton_Street_Line)
181,Utica Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Utica_Avenue_(IND_Fulton_Street_Line)
182,Ralph Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Ralph_Avenue_(IND_Fulton_Street_Line)
183,Rockaway Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Rockaway_Avenue_(IND_Fulton_Street_Line)
185,Liberty Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Liberty_Avenue_(IND_Fulton_Street_Line)
186,Van Siclen Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Van_Siclen_Avenue_(IND_Fulton_Street_Line)
187,Shepherd Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Shepherd_Avenue_(IND_Fulton_Street_Line)
188,Euclid Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Euclid_Avenue_(IND_Fulton_Street_Line)
189,Grant Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/Grant_Avenue_(IND_Fulton_Street_Line)
190,80th Street--Hudson Street (IND Fulton Street Line),https://en.wikipedia.org/wiki/80th_Street_(IND_Fulton_Street_Line)
191,88th Street--Boyd Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/88th_Street_(IND_Fulton_Street_Line)
192,Rockaway Boulevard (IND Fulton Street Line),https://en.wikipedia.org/wiki/Rockaway_Boulevard_(IND_Fulton_Street_Line)
193,104th Street--Oxford Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/104th_Street_(IND_Fulton_Street_Line)
194,111th Street--Greenwood Avenue (IND Fulton Street Line),https://en.wikipedia.org/wiki/111th_Street_(IND_Fulton_Street_Line)
195,Ozone Park--Lefferts Boulevard (IND Fulton Street Line),https://en.wikipedia.org/wiki/Ozone_Park%E2%80%93Lefferts_Boulevard_(IND_Fulton_Street_Line)
196,Aqueduct Racetrack (IND Rockaway Line),https://en.wikipedia.org/wiki/Aqueduct_Racetrack_(IND_Rockaway_Line)
197,Aqueduct--North Conduit Avenue (IND Rockaway Line),https://en.wikipedia.org/wiki/Aqueduct%E2%80%93North_Conduit_Avenue_(IND_Rockaway_Line)
198,Howard Beach--JFK Airport (IND Rockaway Line),https://en.wikipedia.org/wiki/Howard_Beach%E2%80%93JFK_Airport_(IND_Rockaway_Line)
199,Broad Channel (IND Rockaway Line),https://en.wikipedia.org/wiki/Broad_Channel_(IND_Rockaway_Line)
200,Beach 90th Street--Holland (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_90th_Street_(IND_Rockaway_Line)
201,Beach 98th Street--Playland (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_98th_Street_(IND_Rockaway_Line)
202,Beach 105th Street--Seaside (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_105th_Street_(IND_Rockaway_Line)
203,Rockaway Park--Beach 116th Street (IND Rockaway Line),https://en.wikipedia.org/wiki/Rockaway_Park%E2%80%93Beach_116th_Street_(IND_Rockaway_Line)
204,Beach 67th Street--Arverne By The Sea (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_67th_Street_(IND_Rockaway_Line)
205,Beach 60th Street--Straiton Avenue (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_60th_Street_(IND_Rockaway_Line)
206,Beach 44th Street--Frank Avenue (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_44th_Street_(IND_Rockaway_Line)
207,Beach 36th Street--Edgemere (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_36th_Street_(IND_Rockaway_Line)
208,Beach 25th Street--Wavecrest (IND Rockaway Line),https://en.wikipedia.org/wiki/Beach_25th_Street_(IND_Rockaway_Line)
209,Far Rockaway--Mott Avenue (IND Rockaway Line),https://en.wikipedia.org/wiki/Far_Rockaway%E2%80%93Mott_Avenue_(IND_Rockaway_Line)
210,Norwood--205th Street (IND Concourse Line),https://en.wikipedia.org/wiki/Norwood%E2%80%93205th_Street_(IND_Concourse_Line)
211,Bedford Park Boulevard (IND Concourse Line),https://en.wikipedia.org/wiki/Bedford_Park_Boulevard_(IND_Concourse_Line)
212,Kingsbridge Road (IND Concourse Line),https://en.wikipedia.org/wiki/Kingsbridge_Road_(IND_Concourse_Line)
213,Fordham Road (IND Concourse Line),https://en.wikipedia.org/wiki/Fordham_Road_(IND_Concourse_Line)
214,182nd--183rd Streets (IND Concourse Line),https://en.wikipedia.org/wiki/182nd%E2%80%93183rd_Streets_(IND_Concourse_Line)
215,Tremont Avenue (IND Concourse Line),https://en.wikipedia.org/wiki/Tremont_Avenue_(IND_Concourse_Line)
216,174th--175th Streets (IND Concourse Line),https://en.wikipedia.org/wiki/174th%E2%80%93175th_Streets_(IND_Concourse_Line)
217,170th Street (IND Concourse Line),https://en.wikipedia.org/wiki/170th_Street_(IND_Concourse_Line)
218,167th Street (IND Concourse Line),https://en.wikipedia.org/wiki/167th_Street_(IND_Concourse_Line)
220,155th Street (IND Concourse Line),https://en.wikipedia.org/wiki/155th_Street_(IND_Concourse_Line)
221,21st Street--Queensbridge (IND 63rd Street Line),https://en.wikipedia.org/wiki/21st_Street%E2%80%93Queensbridge_(IND_63rd_Street_Line)
222,Roosevelt Island (IND 63rd Street Line),https://en.wikipedia.org/wiki/Roosevelt_Island_(IND_63rd_Street_Line)
223,Lexington Avenue--63rd Street,https://en.wikipedia.org/wiki/Lexington_Avenue%E2%80%9363rd_Street_(63rd_Street_Lines)
224,57th Street (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/57th_Street_(IND_Sixth_Avenue_Line)
225,47th--50th Streets--Rockefeller Center (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/47th%E2%80%9350th_Streets%E2%80%93Rockefeller_Center_(IND_Sixth_Avenue_Line)
228,23rd Street (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/23rd_Street_(IND_Sixth_Avenue_Line)
231,Grand Street (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/Grand_Street_(IND_Sixth_Avenue_Line)
232,Second Avenue (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/Second_Avenue_(IND_Sixth_Avenue_Line)
234,East Broadway (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/East_Broadway_(IND_Sixth_Avenue_Line)
235,York Street (IND Sixth Avenue Line),https://en.wikipedia.org/wiki/York_Street_(IND_Sixth_Avenue_Line)
236,Bergen Street (IND Culver Line),https://en.wikipedia.org/wiki/Bergen_Street_(IND_Culver_Line)
237,Carroll Street (IND Culver Line),https://en.wikipedia.org/wiki/Carroll_Street_(IND_Culver_Line)
238,Smith--Ninth Streets (IND Culver Line),https://en.wikipedia.org/wiki/Smith%E2%80%93Ninth_Streets_(IND_Culver_Line)
240,Seventh Avenue (IND Culver Line),https://en.wikipedia.org/wiki/Seventh_Avenue_(IND_Culver_Line)
241,15th Street--Prospect Park (IND Culver Line),https://en.wikipedia.org/wiki/15th_Street%E2%80%93Prospect_Park_(IND_Culver_Line)
242,Fort Hamilton Parkway (IND Culver Line),https://en.wikipedia.org/wiki/Fort_Hamilton_Parkway_(IND_Culver_Line)
243,Church Avenue (IND Culver Line),https://en.wikipedia.org/wiki/Church_Avenue_(IND_Culver_Line)
244,Ditmas Avenue (IND Culver Line),https://en.wikipedia.org/wiki/Ditmas_Avenue_(IND_Culver_Line)
245,18th Avenue (IND Culver Line),https://en.wikipedia.org/wiki/18th_Avenue_(IND_Culver_Line)
246,Avenue I (IND Culver Line),https://en.wikipedia.org/wiki/Avenue_I_(IND_Culver_Line)
247,22nd Avenue--Bay Parkway (IND Culver Line),https://en.wikipedia.org/wiki/Bay_Parkway_(IND_Culver_Line)
248,Avenue N (IND Culver Line),https://en.wikipedia.org/wiki/Avenue_N_(IND_Culver_Line)
249,Avenue P (IND Culver Line),https://en.wikipedia.org/wiki/Avenue_P_(IND_Culver_Line)
250,Kings Highway (IND Culver Line),https://en.wikipedia.org/wiki/Kings_Highway_(IND_Culver_Line)
251,Avenue U (IND Culver Line),https://en.wikipedia.org/wiki/Avenue_U_(IND_Culver_Line)
252,Avenue X (IND Culver Line),https://en.wikipedia.org/wiki/Avenue_X_(IND_Culver_Line)
253,Neptune Avenue (IND Culver Line),https://en.wikipedia.org/wiki/Neptune_Avenue_(IND_Culver_Line)
254,Jamaica--179th Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Jamaica%E2%80%93179th_Street_(IND_Queens_Boulevard_Line)
255,169th Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/169th_Street_(IND_Queens_Boulevard_Line)
256,Parsons Boulevard (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Parsons_Boulevard_(IND_Queens_Boulevard_Line)
257,Sutphin Boulevard (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Sutphin_Boulevard_(IND_Queens_Boulevard_Line)
258,Briarwood--Van Wyck Boulevard (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Briarwood_(IND_Queens_Boulevard_Line)
259,Kew Gardens--Union Turnpike (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Kew_Gardens%E2%80%93Union_Turnpike_(IND_Queens_Boulevard_Line)
260,75th Avenue (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/75th_Avenue_(IND_Queens_Boulevard_Line)
261,Forest Hills--71st Avenue (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Forest_Hills%E2%80%9371st_Avenue_(IND_Queens_Boulevard_Line)
262,67th Avenue (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/67th_Avenue_(IND_Queens_Boulevard_Line)
263,63rd Drive--Rego Park (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/63rd_Drive%E2%80%93Rego_Park_(IND_Queens_Boulevard_Line)
264,Woodhaven Boulevard (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Woodhaven_Boulevard_(IND_Queens_Boulevard_Line)
265,Grand Avenue--Newtown (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Grand_Avenue%E2%80%93Newtown_(IND_Queens_Boulevard_Line)
266,Elmhurst Avenue (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Elmhurst_Avenue_(IND_Queens_Boulevard_Line)
268,65th Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/65th_Street_(IND_Queens_Boulevard_Line)
269,Northern Boulevard (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Northern_Boulevard_(IND_Queens_Boulevard_Line)
270,46th Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/46th_Street_(IND_Queens_Boulevard_Line)
271,Steinway Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Steinway_Street_(IND_Queens_Boulevard_Line)
272,36th Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/36th_Street_(IND_Queens_Boulevard_Line)
273,Queens Plaza (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Queens_Plaza_(IND_Queens_Boulevard_Line)
276,Fifth Avenue/53rd Street (IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Fifth_Avenue/53rd_Street_(IND_Queens_Boulevard_Line)
277,Seventh Avenue (IND Sixth Avenue Line / IND Queens Boulevard Line),https://en.wikipedia.org/wiki/Seventh_Avenue_(IND_Lines)
278,Jamaica Center--Parsons/Archer,https://en.wikipedia.org/wiki/Jamaica_Center%E2%80%93Parsons/Archer_(Archer_Avenue_Lines)
279,Sutphin Boulevard--Archer Avenue--JFK Airport,https://en.wikipedia.org/wiki/Sutphin_Boulevard%E2%80%93Archer_Avenue%E2%80%93JFK_Airport_(Archer_Avenue_Lines)
280,Jamaica--Van Wyck (IND Archer Avenue Line),https://en.wikipedia.org/wiki/Jamaica%E2%80%93Van_Wyck_(IND_Archer_Avenue_Line)
282,21st Street--Van Alst (IND Crosstown Line),https://en.wikipedia.org/wiki/21st_Street_(IND_Crosstown_Line)
283,Greenpoint Avenue (IND Crosstown Line),https://en.wikipedia.org/wiki/Greenpoint_Avenue_(IND_Crosstown_Line)
284,Nassau Avenue (IND Crosstown Line),https://en.wikipedia.org/wiki/Nassau_Avenue_(IND_Crosstown_Line)
286,Broadway (IND Crosstown Line),https://en.wikipedia.org/wiki/Broadway_(IND_Crosstown_Line)
287,Flushing Avenue (IND Crosstown Line),https://en.wikipedia.org/wiki/Flushing_Avenue_(IND_Crosstown_Line)
288,Myrtle--Willoughby Avenues (IND Crosstown Line),https://en.wikipedia.org/wiki/Myrtle%E2%80%93Willoughby_Avenues_(IND_Crosstown_Line)
289,Bedford--Nostrand Avenues (IND Crosstown Line),https://en.wikipedia.org/wiki/Bedford%E2%80%93Nostrand_Avenues_(IND_Crosstown_Line)
290,Classon Avenue (IND Crosstown Line),https://en.wikipedia.org/wiki/Classon_Avenue_(IND_Crosstown_Line)
291,Clinton--Washington Avenues (IND Crosstown Line),https://en.wikipedia.org/wiki/Clinton%E2%80%93Washington_Avenues_(IND_Crosstown_Line)
292,Fulton Street (IND Crosstown Line),https://en.wikipedia.org/wiki/Fulton_Street_(IND_Crosstown_Line)
293,Van Cortlandt Park--242nd Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Van_Cortlandt_Park%E2%80%93242nd_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
294,238th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/238th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
295,231st Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/231st_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
296,Marble Hill--225th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Marble_Hill%E2%80%93225th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
297,215th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/215th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
298,207th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/207th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
299,Dyckman Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Dyckman_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
300,191st Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/191st_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
301,181st Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/181st_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
303,157th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/157th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
304,145th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/145th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
305,137th Street--City College (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/137th_Street%E2%80%93City_College_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
306,125th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/125th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
307,116th Street--Columbia University (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/116th_Street%E2%80%93Columbia_University_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
308,Cathedral Parkway--110th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Cathedral_Parkway%E2%80%93110th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
309,103rd Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/103rd_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
310,96th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/96th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
311,86th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/86th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
312,79th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/79th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
313,72nd Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/72nd_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
314,66th Street--Lincoln Center (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/66th_Street%E2%80%93Lincoln_Center_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
316,50th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/50th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
318,34th Street--Penn Station (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/34th_Street%E2%80%93Penn_Station_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
319,28th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/28th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
320,23rd Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/23rd_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
321,18th Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/18th_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
323,Christopher Street--Sheridan Square (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Christopher_Street%E2%80%93Sheridan_Square_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
324,Houston Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Houston_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
325,Canal Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Canal_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
326,Franklin Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Franklin_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
327,Chambers Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Chambers_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
328,Cortlandt Street--World Trade Center (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Cortlandt_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
329,Rector Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Rector_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
333,Wall Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Wall_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
334,Clark Street (IRT Broadway--Seventh Avenue Line),https://en.wikipedia.org/wiki/Clark_Street_(IRT_Broadway%E2%80%93Seventh_Avenue_Line)
336,Hoyt Street (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Hoyt_Street_(IRT_Eastern_Parkway_Line)
337,Nevins Street (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Nevins_Street_(IRT_Eastern_Parkway_Line)
339,Bergen Street (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Bergen_Street_(IRT_Eastern_Parkway_Line)
340,Grand Army Plaza (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Grand_Army_Plaza_(IRT_Eastern_Parkway_Line)
341,Eastern Parkway--Brooklyn Museum (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Eastern_Parkway%E2%80%93Brooklyn_Museum_(IRT_Eastern_Parkway_Line)
343,Nostrand Avenue (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Nostrand_Avenue_(IRT_Eastern_Parkway_Line)
344,Kingston Avenue (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Kingston_Avenue_(IRT_Eastern_Parkway_Line)
345,Crown Heights--Utica Avenue (IRT Eastern Parkway Line),https://en.wikipedia.org/wiki/Crown_Heights%E2%80%93Utica_Avenue_(IRT_Eastern_Parkway_Line)
346,Sutter Avenue--Rutland Road (IRT New Lots Line),https://en.wikipedia.org/wiki/Sutter_Avenue%E2%80%93Rutland_Road_(IRT_New_Lots_Line)
347,Saratoga Avenue (IRT New Lots Line),https://en.wikipedia.org/wiki/Saratoga_Avenue_(IRT_New_Lots_Line)
348,Rockaway Avenue (IRT New Lots Line),https://en.wikipedia.org/wiki/Rockaway_Avenue_(IRT_New_Lots_Line)
349,Junius Street (IRT New Lots Line),https://en.wikipedia.org/wiki/Junius_Street_(IRT_New_Lots_Line)
350,Pennsylvania Avenue (IRT New Lots Line),https://en.wikipedia.org/wiki/Pennsylvania_Avenue_(IRT_New_Lots_Line)
351,Van Siclen Avenue (IRT New Lots Line),https://en.wikipedia.org/wiki/Van_Siclen_Avenue_(IRT_New_Lots_Line)
352,New Lots Avenue (IRT New Lots Line),https://en.wikipedia.org/wiki/New_Lots_Avenue_(IRT_New_Lots_Line)
353,President Street (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/President_Street_(IRT_Nostrand_Avenue_Line)
354,Sterling Street (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Sterling_Street_(IRT_Nostrand_Avenue_Line)
355,Winthrop Street (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Winthrop_Street_(IRT_Nostrand_Avenue_Line)
356,Church Avenue (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Church_Avenue_(IRT_Nostrand_Avenue_Line)
357,Beverly Road (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Beverly_Road_(IRT_Nostrand_Avenue_Line)
358,Newkirk Avenue (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Newkirk_Avenue_(IRT_Nostrand_Avenue_Line)
359,Flatbush Avenue--Brooklyn College (IRT Nostrand Avenue Line),https://en.wikipedia.org/wiki/Flatbush_Avenue%E2%80%93Brooklyn_College_(IRT_Nostrand_Avenue_Line)
360,Pelham Bay Park (IRT Pelham Line),https://en.wikipedia.org/wiki/Pelham_Bay_Park_(IRT_Pelham_Line)
361,Buhre Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Buhre_Avenue_(IRT_Pelham_Line)
362,Middletown Road (IRT Pelham Line),https://en.wikipedia.org/wiki/Middletown_Road_(IRT_Pelham_Line)
363,Westchester Square--East Tremont Avenue (IRT Pelham Line),https://en.wikipedia.org/wiki/Westchester_Square%E2%80%93East_Tremont_Avenue_(IRT_Pelham_Line)
